,Index,Z1,P2/P1,T2/T1,D2/D1,M2/M1,Pt2/Pt1,Y,diff,P1,T1
0,0,0.5,1.6325325325325326,1.0374125555005944,2.0113348512520965,0.37720839970464676,0.944153456336463,10.739292424601565,0.009255235717770023,2231499.7997998,540.0
1,1,0.52,1.6780780780780782,1.0397555964819811,2.1163398269229963,0.3740330090280774,0.935062923780119,12.180240842494229,0.016806713148106105,2175212.5125125125,540.0
2,2,0.54,1.7246246246246246,1.04180069903226,2.222945579606562,0.3707977658654624,0.9258754762469813,13.56530138218663,-0.01989460437504161,2118925.225225225,540.0
3,3,0.56,1.773873873873874,1.0439475118279544,2.332786545804973,0.36999251700588626,0.9155772732318418,15.055789031227185,0.00831656208773794,2057009.2092092093,540.0
4,4,0.5800000000000001,1.8225225225225223,1.0457297122663984,2.441858075312965,0.36950953813981174,0.9056220266336766,16.431728441132773,-0.010627446227181104,1995093.1931931933,540.0
5,5,0.6000000000000001,1.873123123123123,1.0473952934873627,2.5538102938254146,0.3707826497086039,0.8951928657436418,17.81684728101688,-0.018568106880770992,1927548.4484484484,540.0
6,6,0.6200000000000001,1.9208208208208206,1.0487567671674187,2.657018431232039,0.3737116880975773,0.8854056013341953,19.06733724085096,-0.018044385641639286,1860003.7037037038,540.0
7,7,0.6400000000000001,1.969219219219219,1.049846591052623,2.7584215289803513,0.3782013142274045,0.8757352304618334,20.25487121878334,-0.0254219522180041,1786830.2302302304,540.0
8,8,0.6600000000000001,2.012812812812813,1.0506538724672474,2.8408371781620674,0.38472158995806255,0.8670182196586818,21.288240421465055,0.017630120280977272,1713656.756756757,540.0
9,9,0.6800000000000002,2.0566066066066067,1.0509468172999352,2.918256252353845,0.39147972942444625,0.8591567179545648,22.171529920867332,-0.0017670146948845383,1634854.5545545546,540.0
10,10,0.7000000000000002,2.0981981981981983,1.0507688614197666,2.977963848578414,0.3992772522061983,0.8524389026378437,22.879305282174396,-0.01839009117014313,1550423.6236236237,540.0
11,11,0.7200000000000002,2.1335335335335337,1.0501633012280722,3.0085685536342046,0.4075805755286101,0.847565133961626,23.341915067570397,-0.0010717857826120674,1465992.6926926929,540.0
12,12,0.7400000000000002,2.1631631631631634,1.0491137105872668,3.013073381127978,0.4157258910264032,0.8447512542832328,23.53685777522093,0.023824529356471946,1381561.7617617617,540.0
13,13,0.7600000000000002,2.1905405405405407,1.0473728235604105,3.0008868160556457,0.42314595693715934,0.8443396344652888,23.40880150927219,-0.025483373727636295,1291502.1021021022,540.0
14,14,0.7800000000000002,2.2113113113113116,1.045333344610311,2.9531488051810726,0.4307081414034062,0.8462174874446569,22.986356176504458,0.008112067951386814,1195813.713713714,540.0
15,15,0.8000000000000003,2.227777777777778,1.042886199247925,2.8937741768422107,0.4360892857952677,0.8505062862798698,22.257663412110116,-0.019339310561683327,1100125.3253253254,540.0
16,16,0.8200000000000003,2.2381381381381384,1.0405764831386253,2.817280182512019,0.4401822468057948,0.8562103999326649,21.35833346428057,0.029299201309129542,1004436.936936937,540.0
17,17,0.8400000000000003,2.246596596596597,1.0380467719723274,2.7375255513245893,0.4427764749628738,0.8633891195365221,20.264343403586672,0.034318554006519945,903119.8198198199,540.0
18,18,0.8600000000000003,2.2531531531531535,1.0355058442281897,2.66155572655064,0.444253097367102,0.8709714387597366,19.12494388394601,-0.00036352251139204695,801802.7027027027,540.0
19,19,0.8800000000000003,2.257807807807808,1.033012749290931,2.5843625444361473,0.4452212033629594,0.8787193545881592,17.96614916559745,-0.03125007330821685,694856.856856857,540.0
20,20,0.9000000000000004,2.2605605605605605,1.030788198748235,2.51131529652222,0.44582991237353037,0.8858845503045913,16.89510203139833,-0.042575709020499085,587911.011011011,540.0
21,21,0.9200000000000004,2.2614114114114114,1.0289503534246538,2.4384216448362594,0.44637554009375263,0.89261007821452,15.88812313778326,0.015109128982904344,475336.43643643643,540.0
22,22,0.9400000000000004,2.2621621621621624,1.0271909856071384,2.37434715674126,0.4465575124259951,0.8986524286453417,14.981032205648653,0.03906442500082283,362761.8618618619,540.0
23,23,0.9600000000000004,2.262962962962963,1.0254653603477069,2.3152837087134897,0.4465477613240805,0.9042412000424775,14.138934569872713,0.04425497949456767,244558.55855855858,540.0
