,Index,P1,P2/P1,T2/T1,D2/D1,M2/M1,Pt2/Pt1,Y,diff,T1,Z1
0,0,224401.03628974216,2.282982982982983,1.020782113946305,2.6577369933574206,0.4509548033994984,0.8549696261342212,21.136028337202973,-0.002858807629892474,520.0,0.9000000000000004
1,1,285895.5510422196,2.2772772772772774,1.0197550908844235,2.6369287168863527,0.4492267654901219,0.873239323914217,18.67657097628912,-0.05892594647410527,554.0,0.9000000000000004
2,2,360201.4230347965,2.26966966966967,1.0190273819274362,2.6073603805078864,0.4475360417685839,0.8769628949803597,18.17426736294011,-0.04331687468271266,588.0,0.9000000000000004
3,3,452443.1951635126,2.2601601601601597,1.0186507090766002,2.5717988705860613,0.4460022454865684,0.8807317302323542,17.6652276333495,0.03187051487972838,622.0,0.9000000000000004
4,4,567745.4103244077,2.2506506506506505,1.0179654819909747,2.535301464994549,0.44407254518500056,0.8850982423316059,17.06894939322974,-0.020415265517298584,656.0,0.9000000000000004
5,5,711232.6114135217,2.239239239239239,1.0173766732275906,2.4894061790959916,0.4422385851511021,0.8901096117485026,16.377039218854403,-0.05846721287371249,690.0,0.9000000000000004
