,Index,P1,P2/P1,T2/T1,D2/D1,M2/M1,Pt2/Pt1,Y,diff,T1,Z1
0,0,300845.8458458459,2.279179179179179,1.0343389506533012,2.563244366201818,0.44940105414853343,0.8787375228683626,17.848345868081804,-0.0645286855700626,449.99999999999994,0.9000000000000004
1,1,379648.0480480481,2.2734734734734734,1.0330942478889849,2.5489827472397772,0.4485072040613116,0.8809422693010559,17.556806287752224,-0.00506783763639079,479.99999999999994,0.9000000000000004
2,2,475336.4364364364,2.2677677677677677,1.0318733627472063,2.53456578697898,0.4472349750740421,0.8830187493834614,17.282132477839138,-0.02597823650994203,509.99999999999994,0.9000000000000004
3,3,587911.011011011,2.2601601601601606,1.0308998218988288,2.510110319750302,0.4459323256600134,0.8858357384791868,16.902328754622477,-0.014926738880605042,540.0,0.9000000000000004
4,4,717371.7717717718,2.2506506506506505,1.0301928531496711,2.474267834289418,0.4449102333921111,0.8892927788501449,16.428163050397462,0.05384018559730496,570.0,0.9000000000000004
5,5,886233.6336336337,2.2411411411411413,1.0292705885308242,2.4414298533583363,0.4435559912289093,0.8929622951567388,15.924122625330787,0.018505755688758868,600.0,0.9000000000000004
