,Index,Z1,P2/P1,T2/T1,D2/D1,M2/M1,Pt2/Pt1,Y,diff,P1,T1
35,35,0.8500000000000003,2.2509009009009007,1.0366178682572706,2.70199047905207,0.4434233729538395,0.8672740256034187,19.67961483587587,-0.023110548439572616,852461.2612612613,540.0
36,36,0.8600000000000003,2.2531531531531535,1.0355058442281897,2.66155572655064,0.444253097367102,0.8709714387597366,19.12494388394601,-0.00036352251139204695,801802.7027027027,540.0
37,37,0.8700000000000003,2.254904904904905,1.03438027214,2.617221242812157,0.4450548018220451,0.874988853079458,18.523630425872888,0.03926057036515534,745515.4154154154,540.0
38,38,0.8800000000000003,2.257807807807808,1.033012749290931,2.5843625444361473,0.4452212033629594,0.8787193545881592,17.96614916559745,-0.03125007330821685,694856.856856857,540.0
39,39,0.8900000000000003,2.258583583583584,1.0320346047956557,2.542591593149971,0.4457976253921749,0.882465655488589,17.406103556964663,0.017782513687986373,638569.5695695695,540.0
40,40,0.9000000000000004,2.2605605605605605,1.030788198748235,2.51131529652222,0.44582991237353037,0.8858845503045913,16.89510203139833,-0.042575709020499085,587911.011011011,540.0
41,41,0.9100000000000004,2.2603603603603606,1.0300542892171713,2.4718186803667246,0.44632876583781633,0.8892514628510534,16.391123599208242,0.038252722949178385,531623.7237237238,540.0
42,42,0.9200000000000004,2.2614114114114114,1.0289503534246538,2.4384216448362594,0.44637554009375263,0.89261007821452,15.88812313778326,0.015109128982904344,475336.43643643643,540.0
43,43,0.9300000000000004,2.262012012012012,1.0279835854800763,2.4059497897598563,0.4464404255458165,0.8957450988369215,15.417903999409049,0.012724293454819988,419049.1491491492,540.0
44,44,0.9400000000000004,2.2621621621621624,1.0271909856071384,2.37434715674126,0.4465575124259951,0.8986524286453417,14.981032205648653,0.03906442500082283,362761.8618618619,540.0
45,45,0.9500000000000004,2.263688688688689,1.0258307276611103,2.3452151497166884,0.4462493795849268,0.9018056221928635,14.506745205166494,-0.05623133195529575,300845.8458458459,540.0
46,46,0.9600000000000004,2.262962962962963,1.0254653603477069,2.3152837087134897,0.4465477613240805,0.9042412000424775,14.138934569872713,0.04425497949456767,244558.55855855858,540.0
47,47,0.9700000000000004,2.263663663663664,1.0246325934593212,2.2930343587569304,0.44642415830752163,0.906441921373503,13.806393460972938,0.012672496269315839,193900.0,540.0
