,Index,Z1,P2/P1,T2/T1,D2/D1,M2/M1,Pt2/Pt1,Y,diff,P1,T1
0,0,0.5,1.6031031031031033,1.026153506193063,1.5995126561627728,0.40835817300908417,0.9715623703504253,5.196536808583385,0.006139839901119716,3165868.7687687688,570.0
1,1,0.55,1.7086336336336336,1.0321934744536552,1.8371366592094003,0.3936955147547219,0.95349165317218,8.313697306487008,0.010063924810574752,2861917.4174174177,570.0
2,2,0.6000000000000001,1.822722722722723,1.037299405070465,2.0887990482186685,0.3893453738901039,0.9326984948356613,11.570108069242492,0.011607825035580284,2574852.2522522523,570.0
3,3,0.6500000000000001,1.9361111111111113,1.0409284502742906,2.334510613633377,0.3939614053244907,0.9114326145913176,14.605836154584528,-0.0167522877609371,2293415.8158158157,570.0
4,4,0.7000000000000002,2.0405405405405403,1.0427639291161146,2.542355501308071,0.4072079920454968,0.8918387859438139,17.174818762334652,-0.017156181819998263,2000721.9219219221,570.0
5,5,0.7500000000000002,2.12525025025025,1.042166221952154,2.6616289444396437,0.42251313658838496,0.8779161754626894,18.818744161575257,-0.007549405966420466,1696770.5705705706,570.0
6,6,0.8000000000000003,2.1871371371371375,1.039155945626773,2.67340709711212,0.4339729937978058,0.8733759372179354,19.132671472955703,-0.018287913007655268,1381561.7617617617,570.0
7,7,0.8500000000000003,2.227252252252253,1.034889887077462,2.596201541267152,0.44100490481985166,0.878338623844603,18.17046429839153,0.026471185438772523,1055095.4954954954,570.0
8,8,0.9000000000000004,2.252052052052052,1.0297961641288351,2.4783620212379445,0.44453505644906416,0.8894629523885501,16.402910509445324,-0.040686085771124585,717371.7717717718,570.0
9,9,0.9500000000000004,2.2618618618618616,1.0252018800721183,2.34207194502743,0.44599261824228464,0.902195088220855,14.455883616404632,-0.05398764163599857,368390.5905905906,570.0
