,Index,Z1,P2/P1,T2/T1,D2/D1,M2/M1,Pt2/Pt1,Y,diff,P1,T1
0,0,0.5,1.5652652652652654,1.018685243082823,1.7571109202081765,0.39651082268191257,0.9631177149921895,7.226175414163751,-0.020937724455535888,1933436.0921190104,630.0
1,1,0.55,1.6740740740740743,1.0225780010791319,2.0192034193539383,0.37998718518950586,0.9414817779754403,10.919140798381587,0.02262167160354894,1777137.533789797,630.0
2,2,0.6000000000000001,1.7989489489489487,1.025892821155539,2.3132772833713124,0.36916829469723494,0.9157063229880417,14.815162087692277,-0.006957090624563413,1620838.9754605836,630.0
3,3,0.6500000000000001,1.9303803803803805,1.0285838384890176,2.623808795627047,0.36885882122572133,0.8878529457511456,18.592521628007123,-0.009679756390300907,1454291.3313392906,630.0
4,4,0.7000000000000002,2.0525525525525525,1.0300621205764198,2.8954179377986415,0.38136812534344466,0.863191525892542,21.611415965294974,0.005519682229587274,1282619.1443219578,630.0
5,5,0.7500000000000002,2.1569819819819824,1.0296110709130781,3.0565935964773945,0.40582014700637425,0.8461685471489764,23.42424684963664,-0.003863815653128996,1098135.6000645254,630.0
6,6,0.8000000000000003,2.223323323323323,1.026846936003868,3.0047342185379375,0.4304111019822319,0.843979854148711,23.26158849623536,0.013612511246146009,903402.9700150136,630.0
7,7,0.8500000000000003,2.251876876876877,1.022547485625366,2.7960483687230586,0.4422447522999942,0.8597737631808006,20.78186750490309,0.0015058449681623922,695858.9827254023,630.0
8,8,0.9000000000000004,2.258558558558559,1.018365529522985,2.5661530216129207,0.44542901368984134,0.8817012188884306,17.533383294417952,-0.019077657259673173,478065.9096437115,630.0
9,9,0.9500000000000004,2.258083083083083,1.0149558625425361,2.373483592780445,0.4456363770179525,0.8999915051826972,14.808287155451595,-0.019089020342327293,244899.2078739013,630.0
