,Index,P1,P2/P1,T2/T1,D2/D1,M2/M1,Pt2/Pt1,Y,diff,T1,G1
0,0,422613.447708804,2.568802135468802,1.0600613044145863,6.2891845034237805,0.28162203891142124,0.5523758709131847,56.0718249089742,-0.002263193191512163,540.0,0.8000000000000002
1,1,475620.117363933,2.4473473473473475,1.0415082267856333,4.517940099159981,0.43920518402941483,0.6500722816125647,46.145239281219176,-0.010451913883533207,554.0,0.8000000000000002
2,2,531416.6117377529,2.3684017350684017,1.033324825349922,3.8051322135724504,0.47214525352003217,0.7257122530336855,37.767745396690124,-0.0018393767546847478,568.0,0.8000000000000002
3,3,598372.404986337,2.330750750750751,1.0313822823860848,3.5646238491838487,0.4551063575954837,0.7707917490611301,32.443288470263575,0.011699315858167149,582.0,0.8000000000000002
4,4,673697.6723909938,2.297957957957958,1.0297699453286735,3.3775945648770804,0.4443855570709238,0.7997446346011762,28.893653941966836,-0.006711372945967085,596.0,0.8000000000000002
5,5,765761.8881077968,2.2663797130463794,1.0286229552075363,3.230367468569079,0.4363135702142283,0.8197316213721102,26.40155376714236,-0.021507198883574594,610.0,0.8000000000000002
